label,r_mean,g_mean,b_mean,r_var,g_var,b_var,r_skew,g_skew,b_skew,r_kurt,g_kurt,b_kurt,r_entropy,g_entropy,b_entropy,major_axis,minor_axis,area,perimeter,roundness,aspect_ration
Arborio,27.22888,27.345376,27.460256,4918.7791819456,4980.123787418625,5021.404996414462,2.273065743548762,2.275455150353646,2.2752763559792366,3.208732830365025,3.2220377500184743,3.2208340185043465,9.081949434732477,9.075354708909726,9.075542916471568,73.08113098144531,137.0790557861328,7721.5,363.74725317955017,0.733351348485359,0.5331312691230132
Arborio,29.13832,28.741472,28.772544,5909.711603577601,5784.0160112732165,5794.314055768063,2.3512927960676646,2.3579443460147833,2.3569345380555236,3.586937890330928,3.6273523740439417,3.621009448243748,9.040361323477985,9.031341212037843,9.031663014225293,67.6404037475586,141.7563934326172,7432.5,364.91882741451263,0.7013781634488407,0.4771594572184918
Arborio,34.078384,33.513712,33.518336,6592.675343948545,6427.728371981057,6426.823071791103,2.0462907284992107,2.0526272652586486,2.0518176934469565,2.2484782210787015,2.281696933331811,2.2774309018267456,9.20804635042282,9.19531191305438,9.195673300236093,79.8130874633789,145.1549835205078,8910.5,390.634556889534,0.7337880230040268,0.5498473805558508
Arborio,22.473472,22.093776,22.11424,4027.0178402652155,3910.553110061825,3917.3613492224,2.5755469314544084,2.5787012689056237,2.578545672601757,4.6808811432426936,4.700527689415852,4.699692333905686,8.934281592646101,8.926631620922494,8.926655054368814,65.21830749511719,127.11300659179688,6491.5,327.46298348903656,0.7607299184650691,0.5130734394833045
Arborio,24.801152,23.786544,23.760288,4415.365323472895,4083.7413965360643,4075.7551461570565,2.408379782471373,2.414709370891791,2.4136988691543433,3.866346606210108,3.907733017652162,3.900695072169203,9.02054188630056,9.012872778191928,9.011796383315305,63.52099609375,147.53297424316406,7163.0,359.27921891212463,0.6973336447402722,0.43055456869631464
Arborio,27.692992,26.773488,26.740288,5350.590034087936,5037.859044313857,5023.077125677059,2.3554054483691824,2.362774283114748,2.361260310850791,3.595795929794355,3.641355658031582,3.6316363540972443,9.042130556747638,9.031164173863829,9.031320641455332,73.63140106201172,130.31398010253906,7369.0,357.1614691019058,0.725920764354864,0.5650307127759738
Arborio,24.425568,23.769632,23.670848,4474.3967798773765,4258.524594584575,4223.029034960896,2.4832835481837745,2.488292532530889,2.4880487101513977,4.2424189953170295,4.274453576616968,4.272931719870695,8.985227153818087,8.977607797396143,8.977593578505108,67.87051391601562,131.47145080566406,6902.5,344.0903993844986,0.7326071765065734,0.5162376584429661
Arborio,20.690352,19.657008,19.6756,4029.1973181160965,3656.727972487936,3665.2638366399997,2.869844694915355,2.8722760805736045,2.871912889916744,6.294979708676863,6.310352032461594,6.307579939008944,8.798186283902648,8.789048019129648,8.787800573140538,59.15166091918945,123.00609588623047,5545.0,313.5046132802963,0.7089629546253284,0.4808839797167402
Arborio,25.46128,24.92712,25.055056,4481.118548761601,4307.7678245056,4350.503640836862,2.3523249628368452,2.3541501024907063,2.353595161152468,3.6056523101093614,3.616291538758583,3.6128170270987363,9.053367473611578,9.04857326191203,9.048995706049114,67.61590576171875,140.83924865722656,7430.5,365.4629842042923,0.6991029105854241,0.4800927753191996
Arborio,28.394656,27.693184,27.784592,5361.682582641664,5134.760423942144,5168.179247393535,2.283890750427023,2.287802706035963,2.287081256916709,3.275836333650875,3.2975818458677137,3.2931335774113704,9.081011259521455,9.070315553248248,9.069933313727992,72.03762817382812,139.2822265625,7700.5,367.3208488225937,0.7171956235350837,0.5172061787905347
Arborio,27.8844,27.094096,27.041056,5105.00207664,4850.725977942783,4832.021866404863,2.267790955581046,2.2731005175868333,2.2725986898040587,3.201136348421876,3.231644950644082,3.2286286072894717,9.094656216672345,9.085037395884205,9.084527715322972,72.12567138671875,140.50091552734375,7774.5,373.11983811855316,0.7017552191315075,0.5133466292088462
Arborio,28.805328,27.22208,27.00904,5645.157990812414,5072.5060404736,4990.1182382784,2.326391587963052,2.3339483641663046,2.332196981057481,3.488888847785561,3.5361825984706865,3.525131904385277,9.063999504559328,9.055587885498532,9.056207014893431,79.24113464355469,126.30403137207031,7570.0,354.0487701892853,0.7588912809656158,0.6273840492875774
Arborio,31.070704,30.361328,30.261904,5771.390376944383,5534.923154076416,5497.770270294784,2.12016991042615,2.1231447990865164,2.122531222508992,2.5453617744267163,2.561279483570422,2.557816337319591,9.167420109383842,9.160779235918012,9.160737709718866,75.24063873291016,146.5251922607422,8482.0,385.9898953437805,0.7154120665020148,0.5134996758715671
Arborio,22.7336,21.882032,21.973808,4448.53495104,4143.7904195509755,4176.558657979136,2.7118046487442022,2.7147417171439594,2.71323970456838,5.4311074776738515,5.449964803947921,5.438834190909311,8.869484170406439,8.86060550017345,8.86091185422876,61.79970932006836,129.85845947265625,6071.5,323.94826447963715,0.7270337102380839,0.4759005271665129
Arborio,24.001888,23.594976,23.643776,4474.752060435455,4353.201779559424,4369.088528461823,2.541381903703537,2.5487557444035858,2.5475925650539244,4.541157174130578,4.589194889909997,4.581355983476951,8.95561002341378,8.945780878447819,8.946182859470975,63.83979415893555,137.22618103027344,6679.5,353.80612885951996,0.6705375675644678,0.46521584787710346
Arborio,25.67808,24.769088,24.706176,4590.983983513599,4296.904919648256,4275.532099457024,2.3658125135092583,2.3691787718107045,2.3684561081444935,3.659215521364721,3.6783526440136116,3.6735926356156696,9.050554489119246,9.041408054170896,9.040774994721534,69.6016616821289,136.5362548828125,7346.5,356.9188277721405,0.7246886024963888,0.5097668874971503
Arborio,33.628416,32.97712,32.958736,6718.5625973309425,6497.7538445056,6491.982505282305,2.105264087678741,2.1125002433647877,2.1123713211198853,2.4790768906209095,2.5201352659336376,2.519421894019551,9.169437962355442,9.161516079390873,9.160889548403334,75.47830963134766,148.201904296875,8560.0,384.0487698316574,0.7293078228860915,0.5092937907204692
Arborio,29.619408,29.2396,29.1272,5753.090749729537,5647.69457584,5603.000300160001,2.2596002063805924,2.2664892741252167,2.265341383996515,3.164092629592022,3.2036189422272576,3.1967711272146886,9.090302921380626,9.079120343696248,9.079034927703841,73.96107482910156,141.9775390625,7834.5,364.4924213886261,0.7410442526084469,0.5209350388623311
Arborio,23.708704,23.248064,23.184544,4297.975722640384,4151.6423362519035,4128.617047512064,2.5126353160375947,2.514160315994604,2.5134731225278735,4.39430988055977,4.40232730389292,4.397665068326436,8.967596444514582,8.959806971498093,8.959579470479355,64.87657928466797,136.58811950683594,6777.5,345.3797229528427,0.7139794577841457,0.4749796652806325
Arborio,29.214544,28.248784,28.20968,5613.314786872064,5273.365258521343,5258.1648502976,2.270317647437568,2.2759225365141544,2.274831727958145,3.2276830643962873,3.2620754372267156,3.2553108245384674,9.089393204612211,9.08262057229444,9.082194814432837,66.72429656982422,149.9153289794922,7809.5,375.2619732618332,0.6968895904423329,0.4450798795829067
Arborio,28.6564,27.869888,27.807488,5247.348163040001,4991.025790867456,4966.671163129855,2.224769731065552,2.2289099894922857,2.227689189900313,3.0054709548439034,3.028852969749476,3.021475091872409,9.115865720163493,9.107158146953255,9.107392029592383,73.74140167236328,139.14488220214844,7985.5,369.0609623193741,0.736742559278779,0.5299612929006792
Arborio,27.319936,25.903728,26.108688,5229.378408955905,4745.707995702017,4818.453738918655,2.3812620821158244,2.3901304440562763,2.3885801751224185,3.7642854290101972,3.818016940302819,3.8084041217310913,9.042754000857126,9.028541407283774,9.028684418776729,70.3868408203125,138.16824340820312,7358.0,363.76449978351593,0.6987615838818044,0.5094284987930418
Arborio,24.00352,23.476976,23.523904,4187.2126596096,4024.8871018954233,4040.557684598784,2.4359105716063145,2.439699152711578,2.4390383962332605,4.007904303595916,4.031358978660934,4.027036089466698,9.013938100115825,9.006204881213332,9.006002265881738,67.63996124267578,135.68756103515625,7092.0,349.50461506843567,0.7295797332078962,0.49849787796797723
Arborio,30.094688,29.3984,29.377568,5678.972794182657,5437.621277439999,5427.820066405377,2.1847509908089293,2.187439534592199,2.1860998272359833,2.824211903202559,2.8391436911609125,2.8311542209025538,9.123710994731917,9.118371631107308,9.118470833456747,75.08928680419922,142.55453491210938,8154.5,379.17871356010437,0.7127205867670539,0.5267407792427985
Arborio,26.727984,25.335328,25.36232,5320.890407295744,4805.088483132416,4816.719140217599,2.4564463451891494,2.460651085704981,2.4601609938470475,4.0862117015942205,4.111932306554015,4.10835587517223,8.983610272465016,8.976312973805346,8.975488110277382,70.49851989746094,130.33828735351562,6955.0,347.42135405540466,0.7240923866083764,0.5408888004355028
Arborio,27.446256,27.415552,27.623696,4911.532807582465,4928.623956535296,5002.628171299584,2.2622941588702568,2.2668518266492463,2.266954938376547,3.187585039797872,3.2142980532199896,3.2150567660027294,9.101507489991933,9.092142950868986,9.092470266496461,72.3090591430664,140.66552734375,7858.0,363.8477586507797,0.7459032176279,0.5140496076651521
Arborio,29.603328,28.90688,28.826,5505.260475324415,5267.940576665601,5237.748652,2.1962287361657364,2.1987539185373635,2.1978437801321387,2.887776127846821,2.901755287709954,2.8964432791746653,9.12611262228256,9.120569171962192,9.120335957775314,71.39238739013672,145.25802612304688,8142.5,374.7766925096512,0.7284881354198112,0.49148669643673126
Arborio,27.604432,26.709952,26.836672,4938.504725957377,4645.403488157696,4689.827339964417,2.2479021588367796,2.25311433223208,2.2527766293449694,3.124412189057403,3.1555645334992164,3.1534495257300224,9.102489268898267,9.095576330038634,9.095239411595983,72.58585357666016,141.61431884765625,7899.0,375.22034311294556,0.705032643109251,0.512560129281457
Arborio,26.679808,25.868528,26.000272,5123.639205083136,4849.336171113215,4897.270287926017,2.40891494689572,2.413300884764793,2.4127151175592956,3.8598639458949684,3.8866424036455607,3.882974681315538,9.017720376791306,9.006303278690488,9.00654460957431,68.00154876708984,136.7433319091797,7155.0,354.3919154405594,0.7158992214756319,0.49729334379722573
Arborio,30.826752,29.10416,28.847552,5671.731009130496,5084.808094694401,4993.962391607296,2.1326455699447466,2.1393303748223023,2.138632664059907,2.633046731325283,2.6713751819290463,2.6670268644483794,9.172378419709146,9.164568624403017,9.165023886061368,76.8443603515625,144.1337127685547,8516.5,383.26197373867035,0.7285838681629715,0.5331463324958313
Arborio,31.129696,30.286672,30.298144,6073.305290947585,5782.122731164416,5785.873606155263,2.201279815562918,2.204795730819499,2.204056192944632,2.923478189832511,2.9418142565380148,2.937568525528963,9.130995095863826,9.1221069529359,9.121849104371437,75.39501953125,138.6871337890625,8164.5,373.2619723081589,0.7363969215896237,0.5436338431070524
Arborio,29.362368,28.724192,28.625472,5185.186641432575,4991.556857947136,4957.781968777215,2.1327914702906545,2.138813437114697,2.1378634354669934,2.601058432714386,2.6349092449556766,2.629325201791457,9.165846556072529,9.157365729606143,9.15663857233862,76.36963653564453,142.54312133789062,8423.5,375.8061292171478,0.7495053311919271,0.5357651482502233
Arborio,28.79328,27.810368,27.879856,5650.2101308415995,5311.375655704575,5334.7794374192645,2.320182531385771,2.3289498583716424,2.3274158541691077,3.4500137621453923,3.5042689828757583,3.4945269478144434,9.057475411687083,9.046627288020034,9.047093144274232,71.07747650146484,139.46807861328125,7556.5,366.6934314966202,0.7061944327486624,0.5096325783518486
Arborio,33.3448,32.543312,32.453856,6774.703000960002,6496.948924070655,6459.1424307312645,2.139521089761241,2.1491064350183797,2.147540113739376,2.6182290058716218,2.673790623364077,2.66458864798932,9.147873361111388,9.138838985166487,9.138669874971857,73.38050842285156,148.4518585205078,8368.0,377.07820773124695,0.7395519170235365,0.4943050841813102
Arborio,27.75072,26.334288,26.026528,4948.610755481599,4478.451563533055,4374.690400265217,2.228656853537669,2.2321170606200074,2.2320087803951716,3.012857513722735,3.0322175607020903,3.031585950160885,9.109757099734209,9.102649153458604,9.10243208083975,74.13662719726562,138.42848205566406,7927.0,365.56348836421967,0.7454063642398119,0.5355590561735282
Arborio,29.718336,28.954048,28.879168,5771.237401391103,5521.364128413696,5492.044215627776,2.259225116505714,2.2649073052052064,2.2639032645231554,3.1598094174175566,3.192596996675923,3.1865214145240888,9.09831037884624,9.085930081590764,9.085577682419265,74.60430145263672,138.57081604003906,7814.5,372.9188268184662,0.7061263872603497,0.5383839367091576
Arborio,22.936976,21.958928,21.97552,4420.974251975424,4080.3938490908154,4085.712072729601,2.684385155905784,2.6904631761275666,2.68962443484082,5.310195212437952,5.353251070051215,5.34702314649177,8.894785581304632,8.88415828863674,8.883970075829689,61.190696716308594,129.46456909179688,6198.5,335.26197278499603,0.6929914511916471,0.47264434698671354
Arborio,28.083344,27.524384,27.473568,5301.325933777663,5120.530973420544,5100.1204693493755,2.3061151961169357,2.312148367496964,2.3116708929679004,3.3996533591256384,3.4362753296761515,3.433685609694008,9.07130767247323,9.063379671769109,9.063654666273724,65.50922393798828,149.33828735351562,7655.5,369.74725472927094,0.7036772468841686,0.4386632865483046
Arborio,29.110784,28.91152,28.903152,5349.577070905345,5305.5737072896,5301.094860464896,2.1980737125061354,2.202019996808285,2.2016490656683816,2.879731893912962,2.901550592600649,2.8995436639300163,9.121458183046887,9.11271183224799,9.112933754050134,72.49966430664062,144.9794158935547,8079.5,378.83556711673737,0.7074452859554162,0.5000686742997406
Arborio,30.895008,30.22944,30.31376,6027.266576679937,5814.3301412864,5842.572178662399,2.2006748191039645,2.207691595204492,2.206183557633514,2.890372919346034,2.930827845265317,2.921787331771477,9.12314627990734,9.11157010972802,9.1122760836367,71.4918441772461,146.98617553710938,8080.0,376.47517597675323,0.7163883832877188,0.4863848175925678
Arborio,22.243456,21.189248,20.96704,3989.489497176063,3641.883961194496,3563.9295696384,2.607605133407075,2.610132794343273,2.6102476075711434,4.877301202115679,4.891494814336806,4.893566926490792,8.9279383844026,8.918121839630931,8.919012154630757,62.99699020385742,131.5928192138672,6429.5,333.2619718313217,0.7274707658827704,0.4787266553007995
Arborio,30.21008,29.135424,29.308896,5854.597914393598,5486.609436340224,5548.961735261184,2.230487301730969,2.2411203707426424,2.23946167845165,3.045814778303395,3.1097083463913515,3.0996479577541454,9.109269536439434,9.099469867944006,9.099721195615896,73.20390319824219,142.88609313964844,7980.5,382.9188268184662,0.6839534217734108,0.5123234990174796
Arborio,28.833248,27.99536,28.131472,5598.600513770495,5301.7324584704,5352.525227113216,2.302554176660379,2.306317741511194,2.3057496183614914,3.365177096611929,3.3870453496022623,3.3836222322636678,9.069410107635226,9.062598082648705,9.062518578660217,72.60824584960938,137.7210693359375,7639.5,362.29141104221344,0.7314063438264037,0.5272123299631009
Arborio,29.675552,29.023952,29.00656,5622.582317495296,5410.152114301696,5399.876628966399,2.218762526902053,2.2246088118888174,2.2227494904719287,2.9733026595583754,3.0071501966527343,2.9958514831294147,9.113794093523072,9.105338271051435,9.105886520129566,70.83757781982422,148.42105102539062,7995.5,381.2030985355377,0.6914211299387794,0.47727446565316345
Arborio,24.83744,23.879824,23.911632,4834.7601662463985,4493.287013729025,4506.360431096576,2.5469726439167037,2.5544920596968868,2.553432596482322,4.550440965354626,4.60105753580453,4.593912840057781,8.94522037185387,8.938025622251944,8.936833059074297,66.17390441894531,130.998779296875,6636.5,332.97770166397095,0.7521745937042353,0.505149015694102
Arborio,26.061376,25.696736,25.770288,4955.667176986623,4856.380350946303,4880.6954723970575,2.4323477984519486,2.4389255407575616,2.437867184232002,3.9722080358732557,4.012846176169558,4.006129128735765,9.00727541009599,8.994452543743877,8.995338352307593,68.14259338378906,134.35333251953125,7068.0,353.50461423397064,0.7107489568796744,0.5071894541498106
Arborio,32.020608,30.253568,29.970432,5866.974775310337,5269.178807269377,5166.728917733378,2.0524923368303685,2.05661497736273,2.0559890985349463,2.254403417473533,2.275437172486459,2.2721340072095577,9.201813884461393,9.192848584355472,9.194154910586168,74.22232818603516,153.21885681152344,8800.5,391.94826555252075,0.7198793525641723,0.4844203235202116
Arborio,27.529328,26.92888,26.995008,4885.193363868417,4702.1406539456,4724.493255079936,2.2370443542155236,2.2398806239731788,2.2393976493249315,3.0534565701975334,3.0688438498618753,3.065901413545906,9.110285360926685,9.100104944828344,9.100147703325048,69.49858856201172,145.14468383789062,7885.0,380.877197265625,0.6830328894350588,0.4788228319793882
Arborio,24.08496,23.510816,23.449264,4286.8013257984,4103.7875150141435,4082.296481858304,2.460409888786604,2.461543253141695,2.4609312123160643,4.123569195188913,4.127957206003547,4.123904301208717,8.999613902307141,8.991670085040976,8.991350703259602,68.69990539550781,131.8760528564453,6977.5,344.918829202652,0.7370142801184667,0.5209429908422541
Arborio,24.41448,23.951888,24.002576,4639.705758329601,4494.318469235456,4510.612265364224,2.532473438643326,2.5373744552812534,2.536264185800742,4.463981546180419,4.495072068554209,4.487702821190939,8.951758569374025,8.941108683808645,8.941806835921861,69.11368560791016,124.94387817382812,6662.5,333.1787132024765,0.7542105324700434,0.5531578386878289
Arborio,28.64136,27.397664,27.11368,5503.275681350401,5073.590567343104,4965.5622928576,2.2987050827463964,2.3051695079330066,2.3043283323019255,3.3385165594244297,3.377172625620723,3.372378258951434,9.076113719718471,9.064818007761984,9.065633149192408,68.89331817626953,142.02133178710938,7627.0,364.39191591739655,0.7218153996996934,0.48509134021881256
Arborio,23.898848,23.003952,22.966208,4317.449672272896,4023.190336381696,4010.1352101007365,2.4984000159879463,2.5028441946971958,2.5021465705818633,4.314643467314948,4.342283320133941,4.337729928931705,8.981333927751976,8.97231628401724,8.971898319265158,64.69435119628906,138.40521240234375,6826.0,354.19090497493744,0.6837562952823178,0.4674271298990003
Arborio,21.441504,20.82936,20.553984,4117.2955062179835,3910.5017139903994,3806.4272457277425,2.782494965890574,2.790737525006705,2.789635752903848,5.814654054640306,5.871667893222918,5.863694417435267,8.837847505064351,8.829208167738145,8.829349770056156,64.96119689941406,117.49522399902344,5840.5,309.5218583345413,0.7660855027886861,0.5528837231711987
Arborio,21.599776,20.811392,20.922656,4087.9507967498243,3812.5548910223356,3852.048417905664,2.7605054883906255,2.761188431596472,2.760467403593877,5.733859268517131,5.73638853248965,5.731140197909799,8.860921976447258,8.852532467516966,8.85280998882663,57.41502380371094,135.78924560546875,5962.0,337.8477610349655,0.6563866589479593,0.42282452890657063
Arborio,26.187408,25.75176,25.68296,5311.0530222415355,5164.4096249024,5134.5690056384,2.520176767967525,2.5244187641515987,2.5234946925673305,4.402092655159005,4.4286594408326305,4.422679998028208,8.952357403031064,8.943209331852964,8.943659873736918,69.98145294189453,122.61964416503906,6717.5,335.6639951467514,0.7492176854712141,0.5707197522747944
Arborio,27.556176,27.2096,27.4344,5000.3519642570245,4896.008195840001,4973.719904639999,2.2758990808254715,2.2792202205056538,2.2789780272207225,3.259772453347641,3.2796383449725246,3.278326000834089,9.090746535532826,9.08376331925315,9.085088861822534,72.25695037841797,143.42245483398438,7796.0,371.70562386512756,0.7090607252115422,0.5038050036311084
Arborio,27.391568,26.804496,27.028928,5333.115490501376,5132.162114185985,5216.440059170816,2.3854873314242266,2.3909582003157994,2.390563494974857,3.7446740775933867,3.778057044329528,3.7758371239256316,9.025374596577485,9.018206781023478,9.018681044185438,69.27196502685547,134.08926391601562,7264.5,349.2619732618332,0.7483641685126261,0.5166108232963581
Arborio,28.661952,27.845872,27.819824,5065.565179549697,4806.5888685596165,4795.184864609023,2.1744369940990693,2.177386029190323,2.1757672786419437,2.7945582964528093,2.81062240999434,2.8008472483168996,9.146024342237464,9.137177219549713,9.137467021829472,72.5269775390625,146.3812255859375,8238.5,383.6051186323166,0.7035406942278585,0.49546639091693734
Arborio,25.911632,25.059328,25.110752,5010.2337110965755,4722.1069441884165,4739.834613994496,2.4715403898095074,2.4806716823280404,2.4796487074954157,4.183944078656803,4.243557579305906,4.2366074156516484,8.98675221511808,8.975488683940597,8.97569620146459,63.66435241699219,139.64364624023438,6938.5,359.11983835697174,0.6760777802954016,0.45590582981103156
Arborio,28.846368,28.451888,28.38816,5628.854957208577,5506.610245235456,5484.402803814401,2.3154781142949377,2.3211854542402333,2.3208538043368505,3.430220894839829,3.464312739737471,3.46222701230779,9.06869470416556,9.060407837455061,9.059231594579412,72.39615631103516,135.82933044433594,7608.5,363.60511910915375,0.7231842032491583,0.5329935447241547
Arborio,25.624144,25.068416,24.975552,4539.896220267264,4363.1982312509435,4331.290506295296,2.3564416460955027,2.3599140379732395,2.3591610157368343,3.6311713782324917,3.652375111575651,3.647629682341213,9.053910472767207,9.047529376824864,9.04696110278725,71.22782135009766,134.83033752441406,7436.0,359.362478017807,0.7235753885651458,0.528277408911776
Arborio,31.73872,30.598464,30.710688,5939.230932761599,5550.705872840704,5590.753962566657,2.094996437217542,2.0986817597734437,2.0985750106505283,2.4255169933059983,2.445349553281007,2.445009177060787,9.179066056005874,9.170489765399179,9.17051070566844,72.01799011230469,152.01791381835938,8560.5,389.11983847618103,0.7104642830569745,0.47374673354849706
Arborio,25.859232,25.512256,25.547024,4673.810808370177,4578.074201790464,4588.684492743424,2.3668448970913376,2.374694017857535,2.373551112922458,3.6622955545314433,3.710797367668456,3.7036728622867523,9.043866021247817,9.034646640537044,9.034876851699217,67.5872573852539,138.77294921875,7357.0,354.8771975040436,0.7340986584729428,0.4870348130939773
Arborio,26.31584,25.927968,25.947424,4841.056149094399,4720.456571390976,4727.277971764223,2.367280539684162,2.3712047680021544,2.37099802162775,3.6752972212710198,3.6992199819585005,3.697926951331157,9.041558267715905,9.034480962229948,9.034440187557482,67.41861724853516,141.4597625732422,7367.5,368.291410446167,0.6825694216145534,0.4765921843932723
Arborio,29.143712,27.875312,27.863264,5331.900754861055,4911.455060902656,4905.793719266303,2.204523902189466,2.2099479645429194,2.209001234969048,2.930754796499766,2.9616056966273208,2.955906923408744,9.132560908947287,9.122401585617341,9.122426177715823,71.98856353759766,146.7766876220703,8107.0,372.8183226585388,0.7329520108301169,0.4904631975546298
Arborio,24.732224,24.59016,24.601712,4234.529192013823,4202.4550551744,4205.488774669056,2.3557504434987084,2.3594016956793906,2.3589649948239355,3.617932572666831,3.640149981509057,3.6374871681096765,9.053568173899603,9.04747832802844,9.047652410476394,68.89261627197266,141.62039184570312,7413.5,362.0904004573822,0.7105573457262636,0.48645972076557925
Arborio,28.784208,27.62464,27.602896,5635.072297812734,5222.745696870399,5214.436660413184,2.325348174026309,2.334818092378764,2.332855907662592,3.482730762421986,3.5409794601354596,3.5283258534910784,9.06365935377356,9.055563439394264,9.054802926285415,74.268310546875,131.6361846923828,7581.0,359.0782084465027,0.7388533746916321,0.5641937338159009
Arborio,27.567424,26.741984,26.872848,5114.195598004224,4838.075539743743,4884.123592368897,2.3072541732028586,2.310943168902844,2.310280463776598,3.3935433141404685,3.4145979485467546,3.4106258855933387,9.072209119745741,9.064137534715531,9.064267948526318,69.56275939941406,140.3599395751953,7620.0,368.53405129909515,0.7050332392719798,0.49560265991812474
Arborio,31.671872,30.245632,30.283552,6347.2236920156165,5829.579440920577,5840.523566263296,2.2031034191245853,2.2123181689163873,2.2102480359087,2.901867469765218,2.9576153298640415,2.9448325315469015,9.120411360837828,9.110790745614917,9.11111147844725,74.02117156982422,143.5327606201172,8061.0,377.64675068855286,0.7102762293870271,0.5157092447050001
Arborio,25.920448,25.239824,25.291664,4829.8110794792965,4598.136420449025,4616.712068111104,2.406262474206025,2.4138861902674833,2.413276153679637,3.862135994931986,3.912285232054992,3.908049730016387,9.014596589102082,9.00976186305525,9.009641415561163,70.74232482910156,133.57095336914062,7201.5,353.32084906101227,0.7249270380770746,0.529623567435324
Arborio,27.51656,26.81736,26.742736,5058.5315177664,4835.1876826304,4808.201991234303,2.297390721563147,2.3003234738512197,2.2996279498285053,3.341376184334555,3.35719402260015,3.352868469734781,9.08203798045686,9.0715340408868,9.071195870277972,69.99351501464844,140.3802490234375,7649.0,369.22034335136414,0.7050879316047588,0.4985994504323932
Arborio,28.415648,28.03264,28.067856,5602.794660740096,5475.1111266304,5487.306899563264,2.3400730416926683,2.3437961776249283,2.343105843042183,3.5201833709855084,3.5424654114288083,3.5382000689000117,9.041936654665184,9.035753375684896,9.035922093414655,70.25118255615234,135.8367462158203,7431.0,360.67618572711945,0.7178309656252195,0.517173625791476
Arborio,26.786896,25.673888,25.695376,4969.773642685183,4587.202386963456,4594.112116218624,2.3511685712874693,2.3551776731610823,2.354308213773855,3.5963072300388497,3.6201715144804796,3.6144649927112447,9.049320486072565,9.042311349521729,9.042296323084866,70.0295639038086,136.32501220703125,7424.5,360.4924213886261,0.717934456938292,0.5136956364064544
